 "'AS-IS'" 1 
 "----" 1 
 "--Larry" 1 
 "--at" 1 
 "--er--that" 1 
 "--rose" 1 
 "--she" 1 
 "--the" 1 
 "blow" 15 (L 2255, off 53) (L 2616, off 65) (L 2665, off 29) (L 2671, off 12) (L 2690, off 10) (L 2698, off 23) (L 3557, off 43) (L 6432, off 37) (L 7270, off 8) (L 7272, off 30) (L 7554, off 29) (L 7559, off 4) (L 7666, off 23) (L 7701, off 55) (L 8240, off 9) 
 "boats" 15 (L 3053, off 8) (L 7231, off 36) (L 7416, off 0) (L 7417, off 9) (L 7511, off 62) (L 7980, off 37) (L 8069, off 44) (L 8155, off 11) (L 8213, off 36) (L 8231, off 20) (L 8247, off 19) (L 8255, off 0) (L 8269, off 25) (L 8281, off 14) (L 8318, off 0) 
 "box" 15 (L 1633, off 20) (L 1986, off 21) (L 1991, off 53) (L 4880, off 10) (L 4886, off 36) (L 4888, off 52) (L 4907, off 22) (L 6248, off 42) (L 6251, off 51) (L 6262, off 42) (L 6431, off 58) (L 6439, off 63) (L 6446, off 60) (L 6452, off 0) (L 6458, off 14) 
 "cab" 15 (L 3801, off 2) (L 3803, off 49) (L 3806, off 60) (L 3826, off 39) (L 3828, off 31) (L 3833, off 61) (L 3838, off 29) (L 3845, off 17) (L 3851, off 20) (L 3924, off 17) (L 3935, off 9) (L 3946, off 4) (L 3960, off 50) (L 4741, off 4) (L 7990, off 7) 
 "caught" 15 (L 2001, off 51) (L 2484, off 19) (L 3611, off 0) (L 3983, off 44) (L 4060, off 5) (L 4226, off 44) (L 4520, off 6) (L 4545, off 38) (L 4931, off 28) (L 4942, off 38) (L 5252, off 30) (L 5596, off 50) (L 6480, off 51) (L 6523, off 37) (L 8237, off 9) 
 "covered" 15 (L 453, off 3) (L 465, off 46) (L 1634, off 25) (L 1658, off 9) (L 2232, off 8) (L 2279, off 59) (L 2860, off 14) (L 3310, off 46) (L 3332, off 56) (L 3406, off 25) (L 5815, off 19) (L 6445, off 61) (L 7954, off 31) (L 8067, off 0) (L 8633, off 64) 
 "does" 15 (L 334, off 40) (L 1270, off 32) (L 2186, off 29) (L 2190, off 27) (L 2866, off 21) (L 3039, off 48) (L 4005, off 21) (L 4406, off 31) (L 5343, off 57) (L 6045, off 12) (L 7362, off 21) (L 7935, off 7) (L 8753, off 6) (L 9086, off 24) (L 9148, off 5) 
 "feeling" 15 (L 536, off 59) (L 1845, off 44) (L 1966, off 53) (L 2098, off 55) (L 2544, off 20) (L 3181, off 0) (L 3648, off 57) (L 3882, off 10) (L 4101, off 47) (L 4492, off 41) (L 4502, off 32) (L 4509, off 63) (L 4754, off 40) (L 5072, off 28) (L 7532, off 49) 
 "happen" 15 (L 1814, off 55) (L 3181, off 46) (L 3199, off 12) (L 4286, off 51) (L 4423, off 25) (L 4439, off 6) (L 6223, off 9) (L 6267, off 44) (L 6851, off 47) (L 7421, off 58) (L 7470, off 26) (L 7613, off 53) (L 7681, off 38) (L 8286, off 43) (L 8321, off 17) 
 "hurt" 15 (L 634, off 10) (L 771, off 0) (L 1076, off 9) (L 1197, off 66) (L 1304, off 23) (L 1962, off 43) (L 3546, off 18) (L 3876, off 21) (L 4300, off 11) (L 4382, off 14) (L 5138, off 59) (L 5185, off 22) (L 6449, off 9) (L 6841, off 9) (L 7399, off 30) 
 "press" 15 (L 1223, off 0) (L 1739, off 39) (L 1778, off 8) (L 1873, off 56) (L 2713, off 45) (L 3375, off 0) (L 3856, off 14) (L 4029, off 55) (L 4290, off 25) (L 4711, off 18) (L 6928, off 28) (L 7187, off 52) (L 7759, off 44) (L 8401, off 66) (L 8639, off 61) 
 "quick" 15 (L 506, off 37) (L 536, off 31) (L 831, off 43) (L 1086, off 53) (L 1523, off 18) (L 1897, off 23) (L 2111, off 56) (L 2462, off 24) (L 2637, off 21) (L 3740, off 47) (L 3783, off 7) (L 3817, off 42) (L 4766, off 15) (L 5242, off 7) (L 5254, off 0) 
 "railroad" 15 (L 396, off 0) (L 738, off 60) (L 2939, off 5) (L 3328, off 4) (L 3347, off 43) (L 3365, off 9) (L 3931, off 0) (L 4844, off 63) (L 7013, off 31) (L 7062, off 0) (L 7184, off 28) (L 7186, off 48) (L 7424, off 12) (L 7913, off 24) (L 8165, off 47) 
 "real" 15 (L 1520, off 8) (L 2440, off 53) (L 2852, off 19) (L 3190, off 12) (L 3957, off 24) (L 4046, off 55) (L 4055, off 67) (L 4223, off 50) (L 4695, off 67) (L 4732, off 12) (L 5674, off 30) (L 6172, off 67) (L 7461, off 50) (L 8164, off 0) (L 8759, off 51) 
 "rest" 15 (L 568, off 9) (L 940, off 59) (L 1373, off 41) (L 1921, off 22) (L 2971, off 9) (L 3070, off 24) (L 3154, off 37) (L 3712, off 0) (L 4307, off 61) (L 6607, off 4) (L 6709, off 35) (L 7316, off 49) (L 7456, off 56) (L 7464, off 40) (L 7996, off 25) 
 "sat" 15 (L 290, off 37) (L 752, off 16) (L 1493, off 8) (L 1631, off 14) (L 1756, off 13) (L 2069, off 4) (L 2393, off 35) (L 2490, off 6) (L 3391, off 6) (L 3843, off 36) (L 4259, off 58) (L 5779, off 13) (L 5866, off 51) (L 7610, off 32) (L 8199, off 35) 
 "seem" 15 (L 883, off 11) (L 906, off 8) (L 1206, off 8) (L 1703, off 8) (L 2800, off 5) (L 3203, off 37) (L 3697, off 13) (L 3854, off 13) (L 5155, off 4) (L 5670, off 4) (L 6662, off 18) (L 6920, off 20) (L 7345, off 42) (L 7564, off 45) (L 8104, off 54) 
 "telling" 15 (L 82, off 24) (L 375, off 43) (L 394, off 19) (L 2093, off 33) (L 2126, off 58) (L 2189, off 0) (L 3340, off 28) (L 3653, off 39) (L 5258, off 17) (L 5893, off 58) (L 6717, off 0) (L 6855, off 10) (L 7194, off 64) (L 8129, off 0) (L 8876, off 35) 
 "train" 15 (L 629, off 64) (L 637, off 58) (L 745, off 60) (L 3890, off 31) (L 3902, off 40) (L 4845, off 0) (L 5535, off 15) (L 6610, off 56) (L 7038, off 26) (L 7056, off 31) (L 7063, off 48) (L 7081, off 22) (L 7090, off 54) (L 7424, off 42) (L 8656, off 37) 
 "week" 15 (L 1929, off 24) (L 1951, off 65) (L 2056, off 30) (L 2096, off 23) (L 2170, off 11) (L 2426, off 19) (L 2431, off 52) (L 3457, off 27) (L 3472, off 16) (L 3497, off 29) (L 3683, off 0) (L 6791, off 17) (L 6824, off 5) (L 7014, off 54) (L 8662, off 32) 
 "wheel" 15 (L 1977, off 29) (L 7390, off 27) (L 7401, off 49) (L 7525, off 28) (L 7592, off 5) (L 7597, off 52) (L 7747, off 59) (L 7782, off 34) (L 7824, off 7) (L 7851, off 48) (L 8377, off 29) (L 8389, off 42) (L 8437, off 23) (L 8444, off 19) (L 8467, off 45) 
 "written" 15 (L 92, off 5) (L 628, off 7) (L 778, off 53) (L 836, off 28) (L 1557, off 32) (L 1763, off 57) (L 1812, off 8) (L 1860, off 18) (L 2408, off 39) (L 3118, off 0) (L 8590, off 56) (L 8908, off 13) (L 9199, off 0) (L 9201, off 5) (L 9295, off 27) 
 "BOYS" 16 (L 77, off 8) (L 8792, off 14) (L 8796, off 14) (L 8800, off 14) (L 8804, off 14) (L 8808, off 14) (L 8812, off 14) (L 8816, off 14) (L 8820, off 14) (L 8824, off 14) (L 8828, off 14) (L 8832, off 14) (L 8836, off 14) (L 8840, off 14) (L 8845, off 14) (L 8849, off 14) 
 "Some" 16 (L 87, off 48) (L 1039, off 10) (L 1528, off 23) (L 1939, off 16) (L 2322, off 38) (L 3468, off 38) (L 3514, off 66) (L 4568, off 62) (L 4808, off 1) (L 6113, off 14) (L 6466, off 10) (L 7505, off 8) (L 7510, off 0) (L 8646, off 12) (L 8727, off 12) (L 9214, off 8) 
 "building" 16 (L 995, off 42) (L 1011, off 27) (L 1039, off 37) (L 1094, off 8) (L 1108, off 43) (L 1130, off 7) (L 1238, off 33) (L 2660, off 50) (L 2901, off 8) (L 2902, off 35) (L 2945, off 0) (L 4542, off 24) (L 4583, off 40) (L 4938, off 20) (L 5771, off 15) (L 7906, off 9) 
 "car" 16 (L 306, off 24) (L 652, off 48) (L 1252, off 6) (L 4311, off 63) (L 4316, off 9) (L 4636, off 8) (L 5109, off 34) (L 5117, off 4) (L 5145, off 60) (L 5163, off 40) (L 5177, off 26) (L 5184, off 16) (L 5189, off 17) (L 5192, off 9) (L 5201, off 24) (L 8667, off 45) 
 "care" 16 (L 691, off 20) (L 973, off 31) (L 1477, off 10) (L 1703, off 16) (L 1733, off 44) (L 1966, off 24) (L 2791, off 25) (L 3520, off 18) (L 3548, off 24) (L 3722, off 9) (L 3730, off 9) (L 4110, off 67) (L 5374, off 18) (L 5792, off 9) (L 6839, off 5) (L 7515, off 3) 
 "considerable" 16 (L 288, off 0) (L 712, off 59) (L 1363, off 38) (L 1740, off 40) (L 1916, off 16) (L 2574, off 16) (L 3840, off 10) (L 4907, off 52) (L 5006, off 0) (L 5399, off 7) (L 5918, off 0) (L 6113, off 0) (L 6674, off 25) (L 8307, off 0) (L 9171, off 58) (L 9293, off 0) 
 "corner" 16 (L 512, off 33) (L 1469, off 0) (L 1573, off 52) (L 2633, off 62) (L 4938, off 0) (L 5124, off 27) (L 5470, off 18) (L 5593, off 39) (L 5783, off 7) (L 5814, off 42) (L 5818, off 4) (L 5919, off 7) (L 6422, off 47) (L 6782, off 57) (L 7216, off 50) (L 8144, off 0) 
 "country" 16 (L 251, off 25) (L 650, off 33) (L 744, off 24) (L 1342, off 20) (L 1343, off 18) (L 2574, off 49) (L 2789, off 0) (L 4405, off 34) (L 6616, off 44) (L 6779, off 4) (L 7903, off 40) (L 7953, off 63) (L 8077, off 46) (L 8908, off 4) (L 9064, off 17) (L 9068, off 40) 
 "edition" 16 (L 1739, off 59) (L 1753, off 0) (L 1775, off 0) (L 1777, off 56) (L 1782, off 52) (L 1799, off 34) (L 2411, off 6) (L 2713, off 29) (L 3379, off 50) (L 4029, off 19) (L 4289, off 41) (L 6176, off 42) (L 6518, off 62) (L 6927, off 52) (L 7593, off 38) (L 9326, off 52) 
 "hold" 16 (L 1083, off 27) (L 1086, off 6) (L 1101, off 23) (L 2348, off 6) (L 2558, off 40) (L 2824, off 24) (L 3994, off 36) (L 4000, off 7) (L 4500, off 43) (L 5227, off 14) (L 5360, off 0) (L 6252, off 13) (L 7743, off 40) (L 7911, off 52) (L 8510, off 28) (L 9222, off 47) 
 "leave" 16 (L 298, off 58) (L 358, off 24) (L 541, off 66) (L 806, off 51) (L 1906, off 13) (L 2871, off 61) (L 3164, off 65) (L 3726, off 12) (L 4388, off 60) (L 5201, off 14) (L 6018, off 5) (L 7005, off 33) (L 7817, off 27) (L 8331, off 18) (L 8553, off 57) (L 8775, off 17) 
 "low" 16 (L 812, off 53) (L 1675, off 14) (L 1906, off 56) (L 3708, off 31) (L 3964, off 51) (L 4239, off 3) (L 4827, off 67) (L 4844, off 16) (L 4941, off 39) (L 5054, off 32) (L 6101, off 32) (L 6228, off 38) (L 7650, off 33) (L 8046, off 55) (L 8272, off 42) (L 8392, off 19) 
 "piece" 16 (L 500, off 34) (L 564, off 47) (L 564, off 59) (L 923, off 27) (L 1756, off 58) (L 2011, off 58) (L 3360, off 0) (L 3418, off 15) (L 4642, off 15) (L 5402, off 40) (L 5466, off 0) (L 5871, off 27) (L 6259, off 15) (L 6369, off 37) (L 7368, off 18) (L 7820, off 21) 
 "pretty" 16 (L 420, off 46) (L 1397, off 28) (L 2800, off 10) (L 2881, off 26) (L 3354, off 63) (L 3556, off 45) (L 3656, off 13) (L 3682, off 16) (L 3807, off 9) (L 3844, off 49) (L 4118, off 63) (L 4432, off 13) (L 7398, off 31) (L 8220, off 14) (L 8421, off 18) (L 8538, off 44) 
 "resolved" 16 (L 842, off 15) (L 1181, off 19) (L 1719, off 11) (L 1953, off 15) (L 1982, off 54) (L 2667, off 38) (L 2882, off 0) (L 3542, off 3) (L 4008, off 36) (L 4044, off 61) (L 4469, off 61) (L 5090, off 0) (L 5531, off 23) (L 5670, off 57) (L 5677, off 11) (L 6293, off 3) 
 "running" 16 (L 512, off 14) (L 978, off 33) (L 1037, off 48) (L 1669, off 10) (L 1672, off 9) (L 2229, off 22) (L 3212, off 14) (L 4862, off 11) (L 4877, off 34) (L 5190, off 16) (L 5257, off 29) (L 5582, off 56) (L 6855, off 42) (L 7691, off 39) (L 7795, off 43) (L 8884, off 34) 
 "sleep" 16 (L 690, off 51) (L 724, off 45) (L 737, off 38) (L 867, off 65) (L 3734, off 3) (L 4270, off 54) (L 4377, off 52) (L 5088, off 3) (L 6476, off 50) (L 7125, off 37) (L 7305, off 55) (L 7315, off 36) (L 7463, off 8) (L 7467, off 22) (L 7475, off 22) (L 7483, off 26) 
 "stone" 16 (L 3883, off 11) (L 5702, off 59) (L 6256, off 44) (L 6260, off 0) (L 6296, off 40) (L 6340, off 23) (L 6354, off 17) (L 6356, off 48) (L 6359, off 38) (L 6418, off 18) (L 6423, off 22) (L 6425, off 16) (L 6427, off 41) (L 6984, off 35) (L 7160, off 52) (L 7325, off 16) 
 "thinking" 16 (L 664, off 44) (L 1074, off 0) (L 1794, off 32) (L 1951, off 7) (L 2427, off 33) (L 3662, off 29) (L 4334, off 8) (L 4973, off 29) (L 5088, off 24) (L 5639, off 27) (L 6378, off 0) (L 6694, off 47) (L 6851, off 23) (L 7225, off 45) (L 7472, off 10) (L 7839, off 0) 
 "whom" 16 (L 250, off 50) (L 2545, off 43) (L 3659, off 11) (L 3881, off 48) (L 4622, off 45) (L 5202, off 26) (L 5591, off 64) (L 5592, off 53) (L 5804, off 19) (L 5832, off 53) (L 5963, off 10) (L 6008, off 57) (L 6064, off 49) (L 7779, off 64) (L 7910, off 20) (L 9033, off 10) 
 "word" 16 (L 627, off 33) (L 2373, off 49) (L 2870, off 0) (L 2870, off 63) (L 2965, off 28) (L 2973, off 15) (L 2980, off 28) (L 4127, off 22) (L 4338, off 12) (L 5685, off 17) (L 6969, off 15) (L 7293, off 53) (L 7764, off 46) (L 7787, off 41) (L 8702, off 8) (L 9115, off 0) 
 "wouldn" 16 (L 262, off 8) (L 796, off 14) (L 1441, off 5) (L 3749, off 52) (L 4109, off 16) (L 4700, off 21) (L 4703, off 3) (L 5433, off 15) (L 5612, off 20) (L 6587, off 4) (L 7229, off 37) (L 7455, off 8) (L 7561, off 5) (L 7837, off 9) (L 8404, off 8) (L 8552, off 45) 
 "Jackson" 17 (L 261, off 36) (L 707, off 10) (L 716, off 34) (L 725, off 25) (L 725, off 59) (L 728, off 44) (L 734, off 42) (L 752, off 54) (L 758, off 4) (L 762, off 62) (L 765, off 35) (L 768, off 37) (L 772, off 57) (L 782, off 0) (L 798, off 28) (L 820, off 61) (L 2135, off 60) 
 "Not" 17 (L 699, off 1) (L 1127, off 1) (L 2255, off 1) (L 3241, off 51) (L 3410, off 13) (L 3676, off 34) (L 3870, off 1) (L 4023, off 1) (L 4168, off 1) (L 4804, off 1) (L 5238, off 1) (L 5889, off 1) (L 6843, off 1) (L 6952, off 1) (L 7270, off 1) (L 7459, off 1) (L 8688, off 36) 
 "Will" 17 (L 496, off 1) (L 1432, off 1) (L 4069, off 65) (L 5261, off 1) (L 5643, off 1) (L 5675, off 38) (L 6008, off 1) (L 6155, off 1) (L 6710, off 22) (L 6828, off 1) (L 6834, off 1) (L 6841, off 1) (L 6843, off 35) (L 6871, off 1) (L 7130, off 1) (L 8009, off 1) (L 8470, off 1) 
 "account" 17 (L 1299, off 61) (L 3369, off 20) (L 3373, off 16) (L 5578, off 13) (L 5892, off 34) (L 6028, off 8) (L 6056, off 64) (L 6063, off 7) (L 6069, off 21) (L 6076, off 29) (L 6146, off 0) (L 6165, off 0) (L 6175, off 30) (L 7342, off 3) (L 7410, off 62) (L 7423, off 27) (L 7591, off 45) 
 "agreement" 17 (L 9027, off 22) (L 9028, off 18) (L 9032, off 14) (L 9037, off 39) (L 9039, off 51) (L 9041, off 62) (L 9056, off 5) (L 9057, off 56) (L 9064, off 58) (L 9159, off 42) (L 9164, off 14) (L 9186, off 40) (L 9216, off 50) (L 9217, off 36) (L 9217, off 51) (L 9220, off 18) (L 9225, off 10) 
 "beginning" 17 (L 870, off 10) (L 1645, off 51) (L 2189, off 47) (L 2282, off 55) (L 2391, off 0) (L 2499, off 25) (L 2507, off 62) (L 3169, off 0) (L 3207, off 35) (L 3782, off 10) (L 4324, off 21) (L 4384, off 56) (L 6034, off 10) (L 6780, off 58) (L 7616, off 7) (L 7617, off 0) (L 9101, off 48) 
 "bring" 17 (L 333, off 16) (L 601, off 56) (L 881, off 13) (L 1117, off 20) (L 1754, off 5) (L 2457, off 7) (L 2829, off 6) (L 3788, off 35) (L 4195, off 11) (L 4326, off 43) (L 4861, off 26) (L 5114, off 28) (L 5525, off 11) (L 5672, off 22) (L 5760, off 42) (L 7417, off 49) (L 7771, off 51) 
 "fact" 17 (L 2586, off 3) (L 2755, off 55) (L 2971, off 49) (L 3129, off 0) (L 3187, off 14) (L 3389, off 0) (L 3564, off 16) (L 4473, off 31) (L 4588, off 46) (L 4720, off 41) (L 4858, off 59) (L 4913, off 3) (L 5968, off 31) (L 6570, off 23) (L 7076, off 42) (L 8217, off 15) (L 8866, off 43) 
 "feel" 17 (L 94, off 15) (L 536, off 40) (L 538, off 30) (L 584, off 0) (L 689, off 34) (L 805, off 46) (L 896, off 0) (L 1342, off 64) (L 1645, off 64) (L 2097, off 19) (L 2616, off 33) (L 2666, off 31) (L 4128, off 28) (L 4385, off 0) (L 4466, off 21) (L 4865, off 11) (L 5149, off 64) 
 "foot" 17 (L 1710, off 4) (L 2554, off 12) (L 3258, off 36) (L 3308, off 12) (L 3573, off 28) (L 3933, off 35) (L 4503, off 54) (L 4527, off 34) (L 4979, off 49) (L 5059, off 47) (L 5203, off 60) (L 6259, off 0) (L 6363, off 54) (L 6413, off 29) (L 7292, off 63) (L 7558, off 53) (L 8169, off 0) 
 "gentleman" 17 (L 4560, off 55) (L 4585, off 4) (L 4600, off 0) (L 4637, off 28) (L 4699, off 42) (L 5124, off 0) (L 5128, off 42) (L 5135, off 58) (L 5153, off 39) (L 5159, off 37) (L 5173, off 21) (L 5196, off 61) (L 5215, off 12) (L 5249, off 29) (L 5258, off 43) (L 5283, off 8) (L 8546, off 55) 
 "having" 17 (L 437, off 6) (L 628, off 0) (L 933, off 35) (L 1306, off 45) (L 2514, off 0) (L 2638, off 52) (L 2705, off 64) (L 3344, off 41) (L 3364, off 47) (L 3870, off 41) (L 4354, off 54) (L 4623, off 56) (L 4641, off 0) (L 4657, off 12) (L 5085, off 24) (L 6148, off 6) (L 6904, off 43) 
 "kind" 17 (L 815, off 32) (L 832, off 64) (L 1159, off 21) (L 1408, off 65) (L 1643, off 48) (L 1882, off 6) (L 2079, off 46) (L 2773, off 30) (L 3474, off 40) (L 4306, off 18) (L 5393, off 6) (L 5430, off 16) (L 6035, off 32) (L 6874, off 54) (L 6919, off 56) (L 7243, off 52) (L 7313, off 23) 
 "lad" 17 (L 227, off 7) (L 365, off 35) (L 884, off 7) (L 1535, off 44) (L 1967, off 47) (L 2168, off 16) (L 2574, off 9) (L 2646, off 32) (L 3675, off 20) (L 4003, off 11) (L 4347, off 39) (L 4459, off 48) (L 4486, off 34) (L 4619, off 35) (L 4663, off 54) (L 5640, off 30) (L 6546, off 12) 
 "latter" 17 (L 754, off 34) (L 1765, off 17) (L 2528, off 24) (L 2529, off 47) (L 2550, off 62) (L 2578, off 37) (L 3519, off 13) (L 3615, off 4) (L 3705, off 21) (L 4759, off 64) (L 4931, off 64) (L 5128, off 57) (L 5154, off 36) (L 5965, off 32) (L 7023, off 55) (L 7505, off 22) (L 8569, off 0) 
 "officers" 17 (L 2282, off 31) (L 2297, off 30) (L 2321, off 54) (L 2329, off 4) (L 2334, off 32) (L 3069, off 40) (L 4926, off 29) (L 5270, off 46) (L 5606, off 56) (L 5611, off 50) (L 5621, off 0) (L 5706, off 56) (L 5844, off 30) (L 5850, off 53) (L 5896, off 18) (L 6072, off 28) (L 6113, off 26) 
 "paid" 17 (L 359, off 21) (L 604, off 50) (L 1468, off 24) (L 1919, off 17) (L 1930, off 0) (L 4340, off 0) (L 4349, off 46) (L 4800, off 18) (L 5122, off 15) (L 5448, off 26) (L 7262, off 20) (L 9030, off 7) (L 9033, off 19) (L 9139, off 13) (L 9146, off 41) (L 9155, off 11) (L 9198, off 43) 
 "physician" 17 (L 5353, off 9) (L 5359, off 47) (L 5367, off 15) (L 5373, off 25) (L 6632, off 23) (L 6661, off 33) (L 6672, off 11) (L 6682, off 31) (L 6694, off 36) (L 6703, off 25) (L 6713, off 33) (L 6724, off 24) (L 6737, off 34) (L 6767, off 59) (L 6778, off 41) (L 6860, off 23) (L 6874, off 41) 
 "places" 17 (L 853, off 11) (L 860, off 7) (L 870, off 58) (L 930, off 47) (L 955, off 0) (L 956, off 50) (L 1545, off 0) (L 2043, off 33) (L 2491, off 37) (L 3438, off 46) (L 3797, off 11) (L 4050, off 13) (L 4521, off 0) (L 4789, off 0) (L 7897, off 14) (L 8071, off 55) (L 8610, off 36) 
 "plenty" 17 (L 700, off 28) (L 846, off 53) (L 929, off 36) (L 1198, off 63) (L 1779, off 9) (L 2388, off 0) (L 3888, off 10) (L 4040, off 16) (L 4748, off 56) (L 5573, off 32) (L 7180, off 13) (L 7288, off 19) (L 7492, off 22) (L 7859, off 15) (L 7916, off 10) (L 8042, off 19) (L 8885, off 31) 
 "pocket" 17 (L 1105, off 0) (L 1115, off 26) (L 1227, off 64) (L 2543, off 27) (L 2558, off 25) (L 2562, off 43) (L 2582, off 24) (L 3752, off 31) (L 3972, off 0) (L 4030, off 23) (L 4169, off 61) (L 4175, off 15) (L 4404, off 17) (L 5173, off 53) (L 5239, off 40) (L 5243, off 5) (L 8501, off 34) 
 "president" 17 (L 2905, off 38) (L 2916, off 51) (L 2922, off 36) (L 2927, off 20) (L 2942, off 18) (L 2954, off 23) (L 2959, off 36) (L 2967, off 37) (L 2975, off 40) (L 2987, off 21) (L 3045, off 29) (L 3051, off 47) (L 3062, off 48) (L 3075, off 61) (L 3126, off 0) (L 3145, off 31) (L 3150, off 0) 
 "stay" 17 (L 573, off 62) (L 615, off 33) (L 691, off 65) (L 788, off 26) (L 1520, off 33) (L 3396, off 15) (L 3399, off 25) (L 3615, off 29) (L 4118, off 22) (L 4232, off 51) (L 6834, off 20) (L 6885, off 0) (L 7341, off 12) (L 7456, off 40) (L 7684, off 13) (L 8030, off 29) (L 8351, off 15) 
 "strange" 17 (L 87, off 28) (L 542, off 53) (L 633, off 0) (L 3642, off 48) (L 4321, off 30) (L 4711, off 53) (L 4984, off 52) (L 5538, off 18) (L 5728, off 28) (L 5777, off 2) (L 5867, off 24) (L 6010, off 15) (L 6444, off 33) (L 6849, off 18) (L 6891, off 0) (L 8154, off 18) (L 8826, off 16) 
 "to-day" 17 (L 761, off 55) (L 1347, off 30) (L 1406, off 4) (L 2015, off 32) (L 2078, off 31) (L 2447, off 47) (L 2454, off 25) (L 2487, off 38) (L 2837, off 37) (L 3351, off 47) (L 3394, off 56) (L 3410, off 52) (L 4962, off 28) (L 5266, off 63) (L 6791, off 27) (L 7254, off 11) (L 8575, off 62) 
 "to-morrow" 17 (L 622, off 43) (L 1406, off 37) (L 1430, off 19) (L 1713, off 37) (L 2062, off 19) (L 2866, off 0) (L 2977, off 24) (L 3092, off 10) (L 3231, off 21) (L 4580, off 9) (L 4707, off 42) (L 5227, off 34) (L 6594, off 7) (L 7296, off 45) (L 7451, off 21) (L 7457, off 40) (L 8643, off 0) 
 "whether" 17 (L 972, off 50) (L 1858, off 54) (L 2858, off 4) (L 3283, off 64) (L 4318, off 0) (L 5452, off 63) (L 5626, off 56) (L 5824, off 42) (L 6742, off 49) (L 6764, off 39) (L 6912, off 25) (L 6925, off 9) (L 6999, off 16) (L 7043, off 20) (L 7355, off 63) (L 7989, off 54) (L 8113, off 15) 
 "whole" 17 (L 382, off 26) (L 746, off 4) (L 1129, off 59) (L 1238, off 8) (L 2273, off 30) (L 3096, off 33) (L 3803, off 34) (L 4210, off 20) (L 4503, off 34) (L 5799, off 28) (L 6396, off 31) (L 7296, off 66) (L 7309, off 37) (L 7608, off 37) (L 7745, off 4) (L 7905, off 10) (L 8634, off 2) 
 "won" 17 (L 708, off 9) (L 1479, off 0) (L 1585, off 58) (L 1648, off 60) (L 1730, off 14) (L 2815, off 13) (L 4087, off 4) (L 4210, off 64) (L 4556, off 3) (L 5219, off 13) (L 6012, off 14) (L 6986, off 24) (L 7295, off 0) (L 7646, off 10) (L 8333, off 43) (L 8504, off 43) (L 8611, off 32) 
 "worry" 17 (L 238, off 54) (L 522, off 7) (L 583, off 7) (L 688, off 22) (L 809, off 7) (L 1584, off 53) (L 2060, off 57) (L 2728, off 14) (L 2731, off 29) (L 4333, off 11) (L 4898, off 10) (L 6552, off 7) (L 6566, off 0) (L 6886, off 33) (L 6899, off 0) (L 7317, off 26) (L 8452, off 7) 
 "carry" 18 (L 1027, off 57) (L 1393, off 13) (L 1394, off 27) (L 1557, off 45) (L 1621, off 3) (L 1649, off 55) (L 1692, off 24) (L 1760, off 6) (L 2498, off 46) (L 3714, off 52) (L 4021, off 36) (L 4198, off 24) (L 4407, off 0) (L 4860, off 61) (L 6185, off 14) (L 7167, off 3) (L 7584, off 61) (L 9283, off 39) 
 "fellow" 18 (L 322, off 58) (L 522, off 45) (L 692, off 53) (L 1060, off 46) (L 1071, off 0) (L 1204, off 53) (L 1474, off 6) (L 1878, off 54) (L 4379, off 4) (L 4945, off 41) (L 5026, off 0) (L 5204, off 7) (L 5222, off 62) (L 5226, off 49) (L 5242, off 54) (L 7665, off 3) (L 7944, off 4) (L 8148, off 56) 
 "filled" 18 (L 957, off 0) (L 1037, off 15) (L 2474, off 27) (L 2493, off 11) (L 2754, off 27) (L 3010, off 55) (L 3649, off 53) (L 4901, off 22) (L 5051, off 62) (L 5738, off 17) (L 6213, off 8) (L 6811, off 0) (L 7021, off 0) (L 7420, off 33) (L 7552, off 49) (L 7903, off 0) (L 7957, off 55) (L 8221, off 30) 
 "friend" 18 (L 1175, off 23) (L 1181, off 44) (L 1203, off 24) (L 1356, off 17) (L 1385, off 24) (L 1587, off 44) (L 2267, off 45) (L 2390, off 20) (L 2485, off 30) (L 2653, off 36) (L 2693, off 28) (L 5090, off 32) (L 5983, off 48) (L 7124, off 58) (L 7141, off 14) (L 7308, off 14) (L 8417, off 11) (L 8586, off 3) 
